device_id,date,time,latitude,longitude,geohash,temperature,temp_status,heartbeat,hr_status,movement,battery
D012,2024-05-18,21:35:35,7.3087002,5.1402083,s179sfwbr,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:37:30,7.308657,5.140094,s179sfwbh,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:41:00,7.3086678,5.1399812,s179sfwb4,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:42:30,7.3086136,5.140073,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:43:59,7.3085857,5.1401819,s179sfqzw,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:44:15,7.3085737,5.1403099,s179sfrp9,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:45:50,7.3086185,5.1401694,s179sfqzy,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:47:55,7.3085885,5.140255,s179sfrp8,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:48:10,7.3086398,5.1401548,s179sfqzy,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:53:00,7.3086332,5.1400507,s179sfqzg,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:53:40,7.3086071,5.1401754,s179sfqzw,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:55:00,7.308615,5.1400598,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,21:56:50,7.3086345,5.1401626,s179sfqzy,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:02:07,7.308631,5.1400713,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:08:40,7.3085837,5.1401493,s179sfqzw,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:11:05,7.3086158,5.1400502,s179sfqzg,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:12:55,7.3087312,5.1401131,s179sfwbm,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:13:00,7.3088077,5.1401722,s179sfwby,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:13:20,7.308717,5.1401063,s179sfwbm,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:13:25,7.3086257,5.1400926,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:13:45,7.3086846,5.140019,s179sfwb5,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:14:00,7.3085932,5.1400664,s179sfqzs,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:15:30,7.3085357,5.1401605,s179sfqzq,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:15:53,7.3086074,5.1401027,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:16:20,7.3086247,5.1399971,s179sfqzf,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:17:25,7.3086183,5.1400963,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:18:00,7.3085371,5.1402075,s179sfqzr,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:18:55,7.3086139,5.1401572,s179sfqzy,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:20:20,7.3086008,5.1400427,s179sfqze,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:23:15,7.3086922,5.1400036,s179sfwb4,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:23:55,7.3086459,5.1400983,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:24:45,7.3085493,5.1401544,s179sfqzq,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:26:40,7.3085951,5.1400683,s179sfqzs,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:27:30,7.3085051,5.1400572,s179sfqzh,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:27:40,7.3085585,5.1399656,s179sfqz3,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:28:15,7.3086574,5.1399359,s179sfwb1,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:29:20,7.3086211,5.1400489,s179sfqzg,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:29:35,7.3085734,5.1401294,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:31:00,7.3086489,5.1400791,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:33:20,7.3086467,5.1399884,s179sfqzf,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,22:45:50,7.3086175,5.1400853,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:04:18,7.3086345,5.1399872,s179sfqzf,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:08:53,7.3086128,5.1401094,s179sfqzv,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:10:43,7.3085476,5.1400406,s179sfqz7,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:17:38,7.308513,5.1401591,s179sfqzn,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:19:28,7.3085859,5.1401038,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:21:43,7.3085955,5.1399919,s179sfqzd,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:38:08,7.3086741,5.1401032,s179sfwbj,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:39:48,7.3085772,5.1401261,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:44:38,7.3086011,5.1400341,s179sfqze,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:52:23,7.3086316,5.1401216,s179sfqzv,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:55:43,7.3085471,5.140031,s179sfqz7,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:57:33,7.3085799,5.1401182,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-18,23:58:53,7.3086115,5.1400285,s179sfqze,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:08:08,7.3086024,5.140125,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:21:38,7.3085335,5.1400208,s179sfqz7,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:22:38,7.3085187,5.1401401,s179sfqzj,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:23:08,7.3085901,5.1400359,s179sfqze,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:23:43,7.3085716,5.1401346,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:24:48,7.3086328,5.1400587,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:26:38,7.3085631,5.1402306,s179sfrp2,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:27:53,7.3085331,5.1401097,s179sfqzm,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:28:48,7.3085833,5.1400332,s179sfqze,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:31:18,7.3085555,5.1401261,s179sfqzm,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:39:03,7.3085604,5.1400251,s179sfqz7,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,00:39:28,7.3085762,5.140123,s179sfqzt,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:00:18,7.3085037,5.1401943,s179sfqzp,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:02:18,7.3085271,5.1400865,s179sfqzk,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:02:33,7.3086466,5.1401107,s179sfqzv,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:02:48,7.3087421,5.1400857,s179sfwbs,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:05:33,7.3086291,5.1400628,s179sfqzu,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:06:38,7.3085401,5.1400917,s179sfqzk,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:12:53,7.3085907,5.140174,s179sfqzw,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:20:28,7.3084762,5.1402529,s179sfrnb,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:24:13,7.3085681,5.1402535,s179sfrp2,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:33:48,7.3085956,5.1401638,s179sfqzw,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:41:58,7.3086138,5.1400448,s179sfqzg,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:48:43,7.3085275,5.140126,s179sfqzm,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:54:53,7.3084465,5.1400294,s179sfqyg,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,01:55:03,7.3083388,5.140007,s179sfqy4,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,12:28:18,7.3085011,5.1396934,s179sfqx5,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,12:28:23,7.308623,5.1397824,s179sfqxv,35.0,low,53.0,low,1.0,0.0
D012,2024-05-19,12:28:28,7.3087059,5.1399288,s179sfwb3,35.0,low,43.0,low,1.0,0.0
D012,2024-05-19,12:29:18,7.30861,5.139922,s179sfqz8,36.0,low,36.0,low,1.0,0.0
D012,2024-05-19,15:37:39,7.3027026,5.134806,s179sc7j3,34.0,low,60.0,normal,1.0,0.0
D012,2024-05-19,15:37:49,7.3026017,5.134786,s179sc7h9,34.0,low,75.0,normal,1.0,0.0
D012,2024-05-19,15:38:00,7.3027159,5.1347867,s179sc7j3,34.0,low,58.0,low,1.0,0.0
D017,2024-05-19,19:02:50,7.3158126,5.1385711,s179sgvc9,32.0,low,67.0,normal,0.0,100.0
D017,2024-05-19,21:45:49,7.3024523,5.1349321,s179sc75u,33.0,low,80.0,normal,0.0,100.0
D017,2024-05-19,21:48:57,7.3023919,5.1348286,s179sc75d,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:49:19,7.3024515,5.134898,s179sc75g,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:49:32,7.302538,5.1349267,s179sc7hk,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:49:42,7.3026143,5.1350641,s179sc7hz,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:49:47,7.3027214,5.1349599,s179sc7jm,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:49:57,7.302637,5.1349103,s179sc7hu,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:50:57,7.3025387,5.1349389,s179sc7hk,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:51:35,7.302514,5.1350309,s179sc7hn,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:53:02,7.3024382,5.1349615,s179sc75v,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:53:42,7.3025281,5.1349464,s179sc7hk,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,21:54:24,7.3025233,5.1348522,s179sc7h6,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:08:21,7.3025426,5.135016,s179sc7hq,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:08:40,7.302457,5.1349854,s179sc75v,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:09:11,7.3025399,5.1349453,s179sc7hk,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:11:46,7.3026561,5.1350209,s179sc7jn,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:12:01,7.3026136,5.1349361,s179sc7hu,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:14:07,7.3025672,5.1350259,s179sc7hw,35.0,low,59.0,low,0.0,100.0
D017,2024-05-19,22:14:18,7.3026133,5.1349445,s179sc7hu,35.0,low,59.0,low,0.0,100.0
D008,2024-05-20,06:40:12,7.290497,5.1502012,s179mpnq0,30.0,low,56.0,low,1.0,100.0
D008,2024-05-20,06:40:32,7.2908944,5.150056,s179mpq0t,30.0,low,114.0,high,1.0,100.0
D008,2024-05-20,06:41:01,7.2913639,5.1500674,s179mpq5m,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:06,7.291467,5.1501934,s179mpq7b,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:10,7.2915652,5.1503076,s179mpqk6,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:17,7.2916588,5.1503498,s179mpqkg,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:21,7.2917635,5.1503827,s179mpqms,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:35,7.2918323,5.1503224,s179mpqq5,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:42,7.2918809,5.1502344,s179mpqq3,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:49,7.2919111,5.1501383,s179mpqnq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:41:56,7.291906,5.1500332,s179mpqnk,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:01,7.2919371,5.1499379,s179mpqnd,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:10,7.2919907,5.1498537,s179mpqnb,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:15,7.2920689,5.1497957,s179mpmzq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:20,7.2921607,5.1497519,s179mpmzv,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:27,7.2922554,5.149788,s179mptbq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:33,7.2923425,5.1498335,s179mptbz,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:38,7.292431,5.1498755,s179mpw12,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:44,7.2925155,5.1499117,s179mpw1c,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:50,7.2926118,5.1498965,s179mpw49,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:42:55,7.2927091,5.1498779,s179mpw50,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:04,7.292795,5.1498369,s179mptgx,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:09,7.2928885,5.1498864,s179mpwh1,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:19,7.2929692,5.149944,s179mpwhd,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:27,7.2930377,5.1498668,s179mpwj0,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:34,7.2930899,5.149792,s179mptvq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:40,7.2930581,5.1497005,s179mptvh,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:43:46,7.2930297,5.1496128,s179mptuf,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:44:15,7.2929825,5.149529,s179mptu8,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:45:55,7.2930274,5.1496594,s179mptug,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:04,7.2931012,5.1498015,s179mptvr,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:11,7.2933259,5.1498167,s179mptyx,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:20,7.2939763,5.1496537,s179mpvf7,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:26,7.294146,5.1496867,s179mpvgk,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:30,7.2943654,5.1496288,s179mpvug,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:36,7.2946154,5.1496175,s179mpvy4,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:40,7.2949883,5.149571,s179t0jb3,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:46:50,7.2956513,5.1496325,s179t0ju5,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:00,7.2959898,5.1496357,s179t0jy5,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:06,7.2960937,5.1496046,s179t0jyf,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:10,7.2963286,5.149496,s179t0m8p,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:16,7.2966081,5.1493727,s179t0m9v,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:20,7.2965673,5.1491514,s179t0m3x,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:29,7.2966121,5.1487874,s179t0m1z,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:36,7.2966809,5.1484432,s179t0kfp,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:45,7.2966092,5.1478544,s179t0k9c,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:54,7.2965265,5.147564,s179t0k36,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:47:59,7.2964739,5.1474277,s179t0k1p,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:04,7.2964379,5.1471751,s179t0k0c,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:09,7.2964257,5.146922,s179t07bg,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:14,7.2964263,5.1467184,s179t078z,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:19,7.2964061,5.146524,s179t078d,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:24,7.2963863,5.1463336,s179t072w,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:29,7.2963401,5.1461245,s179t0723,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:34,7.2963074,5.1459283,s179t070h,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:39,7.2962707,5.1457266,s179t05pb,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:44,7.2962296,5.1455082,s179t04ze,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:49,7.2961806,5.1452762,s179t04xm,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:48:55,7.2962758,5.144839,s179t04rg,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:05,7.2966893,5.1442497,s179t03fm,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:14,7.2972655,5.1438562,s179t03ts,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:25,7.2974737,5.1437942,s179t03wg,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:31,7.2975634,5.1437505,s179t03x6,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:35,7.2976458,5.1436846,s179t03xb,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:41,7.2977445,5.1436077,s179t092q,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:49,7.2979846,5.1434594,s179t093g,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:49:54,7.2982108,5.1433823,s179t0971,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:00,7.29876,5.1428777,s179t08ym,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:09,7.300006,5.1416323,s179t0bj8,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:15,7.3003965,5.1413051,s179sbzzc,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:19,7.3007544,5.1410862,s179scp9g,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:25,7.3010814,5.1407904,s179scp7v,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:35,7.3013162,5.1408039,s179scpmj,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:41,7.3015043,5.1407274,s179scpq7,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:46,7.301755,5.140571,s179scppz,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:50:51,7.3021779,5.140186,s179scqfr,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:00,7.3028158,5.139496,s179scqmy,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:09,7.3032763,5.1391239,s179scw0w,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:16,7.3035856,5.1388493,s179sctfr,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:25,7.3038755,5.1385712,s179sctu1,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:34,7.3040816,5.1383039,s179sctt7,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:39,7.3041805,5.1382628,s179scttf,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:45,7.3040905,5.1382886,s179sctt6,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:51:49,7.3039977,5.1382824,s179sctsf,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:00,7.3038663,5.1383082,s179scts5,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:06,7.3037571,5.1384459,s179scteq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:16,7.3036907,5.1381899,s179scte0,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:24,7.3035434,5.1376771,s179sct4h,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:30,7.3034962,5.1374466,s179scscz,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:34,7.3035556,5.1369589,s179scsd7,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:52:39,7.3034758,5.1367846,s179scs3z,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:09,7.3035884,5.1368073,s179scsd2,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:14,7.3036414,5.1367269,s179scs6y,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:23,7.3036404,5.1366268,s179scs6u,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:29,7.3036413,5.1365358,s179scs6c,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:35,7.303656,5.1364453,s179scs4z,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:40,7.3037474,5.1363056,s179scs5k,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:45,7.3037864,5.1362005,s179scs5d,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:50,7.3037978,5.1361056,s179scegx,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:53:55,7.3038825,5.135987,s179sceuj,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:01,7.3038974,5.1358899,s179sceu6,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:07,7.3039725,5.1358182,s179sceu9,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:15,7.3040196,5.1357338,s179scesz,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:22,7.3040768,5.1356556,s179scetm,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:27,7.3040786,5.1355521,s179scet7,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:33,7.3040812,5.1354554,s179scet2,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:39,7.3040704,5.135358,s179scemq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:45,7.3040935,5.1352619,s179scemk,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:50,7.3041202,5.1351669,s179scemd,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:54:56,7.3042807,5.135096,s179sceq8,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:00,7.3044183,5.1350529,s179scepr,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:06,7.3044792,5.1349682,s179scept,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:13,7.3045151,5.1348815,s179scepg,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:18,7.3046194,5.1348001,s179scg03,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:25,7.3046867,5.1347277,s179scfbz,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:31,7.3047214,5.1346421,s179scfcj,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:38,7.3047654,5.1345602,s179scfc7,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:48,7.3048166,5.1344817,s179scfcd,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:55:55,7.3047789,5.1343929,s179scfc2,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:02,7.3047602,5.1343037,s179scf9m,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:08,7.304557,5.1342258,s179scf8h,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:13,7.3046138,5.1340896,s179scf82,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:23,7.3046441,5.1340032,s179scf2w,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:27,7.3046912,5.1339218,s179scf2v,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:34,7.3047215,5.1338292,s179scf34,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:46,7.3048176,5.1337755,s179scf39,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:56:52,7.304903,5.1336882,s179scf4p,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:57:02,7.3049574,5.1336012,s179scf4m,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:57:59,7.3051561,5.1330461,s179sccg8,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:05,7.3051249,5.1329479,s179scceq,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:12,7.3050925,5.1328619,s179scceh,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:19,7.3051137,5.1326555,s179scc7r,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:24,7.3053094,5.1339307,s179scfkt,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:28,7.3051228,5.1328692,s179sccek,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:33,7.3050624,5.1325469,s179scc7j,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:38,7.3050376,5.1324407,s179scc6f,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:58:56,7.3049669,5.1323733,s179scc68,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:59:05,7.3048922,5.1323187,s179scc4p,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:59:40,7.3049068,5.132523,s179scc6h,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:59:47,7.3046652,5.1324315,s179scc2f,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:59:52,7.304916,5.132158,s179scc45,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,06:59:57,7.3052905,5.1319553,s179scbur,31.0,low,92.0,normal,1.0,100.0
D008,2024-05-20,07:03:52,7.3050911,5.1321985,s179scc5h,31.0,low,92.0,normal,1.0,100.0
